data;id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-02-20 00:48:45.821860;999;São Paulo;Claudio Bueno;Tenis Adidas;Ted Roberts;masculino;credito
2025-02-20 01:34:46.748637;1000;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Rory Fuller;masculino;credito
2025-02-20 16:55:49.672958;1001;Florianópolis;Claudia dos Santos;Tenis Nike;Marilyn Klett;feminino;credito
2025-02-20 19:12:49.690401;1002;Lajeado;Juliano Faccioni;Tenis NB;Gregory Kittel;masculino;boleto
2025-02-20 20:09:45.334599;1003;São Paulo;Claudio Bueno;Tenis Nike;Charlotte Gutierrez;feminino;credito
2025-02-20 20:27:48.460940;1004;Canoas;Luis Fernando;Tenis Fila;Luke Masterson;masculino;credito
2025-02-20 21:22:46.112203;1005;Florianópolis;Claudia dos Santos;Tenis Adidas;Jay Owen;masculino;credito
2025-02-20 22:50:47.530573;1006;São Paulo;Cassia Moraes;Tenis Nike;Kevin Filgo;masculino;credito
2025-02-20 22:51:46.847709;1007;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Nadine Nagel;feminino;credito
2025-02-21 01:49:46.543210;1008;Lajeado;Adriano Soares;Tenis Nike;Verlene Terry;feminino;credito
2025-02-21 16:33:46.151835;1009;Caxias do Sul;Mateus Kienzle;Tenis NB;Sharon Reddick;feminino;credito
2025-02-21 17:14:46.150421;1010;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Robert Joseph;masculino;credito
2025-02-21 17:43:47.402262;1011;Caxias do Sul;Mateus Kienzle;Tenis NB;Carol Aubert;feminino;pix
2025-02-21 19:14:48.126249;1012;Caxias do Sul;Mateus Kienzle;Tenis Fila;Jeanette Gist;feminino;pix
2025-02-22 01:35:49.743412;1013;Porto Alegre;Luiza Cherobini;Tenis Nike;Frank Blackwell;masculino;credito
2025-02-22 02:52:49.580881;1014;Porto Alegre;Rodrigo Tadewald;Tenis NB;Nicholas Gordon;masculino;credito
2025-02-22 02:57:46.458873;1015;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Willie Stallings;masculino;credito
2025-02-22 16:21:49.395428;1016;Porto Alegre;Luiza Cherobini;Tenis Fila;Jamal Bryant;masculino;credito
2025-02-22 16:22:48.394001;1017;Lajeado;Juliano Faccioni;Tenis Fila;Corrine Knerr;feminino;credito
2025-02-22 17:00:48.882344;1018;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Claude Hopkins;feminino;credito
2025-02-22 17:13:47.143217;1019;São Paulo;Cassia Moraes;Tenis Fila;Malcolm Amorosi;masculino;boleto
2025-02-22 19:32:48.105171;1020;Porto Alegre;Rodrigo Tadewald;Tenis NB;Raymond Roberts;masculino;credito
2025-02-22 19:59:46.753433;1021;Lajeado;Adriano Soares;Tenis Fila;Tina Noble;feminino;credito
2025-02-22 20:16:48.897722;1022;Lajeado;Juliano Faccioni;Tenis Nike;Lindsey Kelly;feminino;credito
2025-02-22 20:26:49.580699;1023;Canoas;Luis Fernando;Tenis NB;Geneva Simmons;feminino;credito
2025-02-22 21:07:45.966657;1024;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Graciela Cropsey;feminino;credito
2025-02-22 23:16:46.459451;1025;Canoas;Carlos Henrique;Tenis Adidas;Billie Mccall;feminino;credito
2025-02-22 23:28:47.965525;1026;São Paulo;Cassia Moraes;Tenis Adidas;John Chacon;masculino;credito
2025-02-22 23:35:46.054907;1027;Lajeado;Adriano Soares;Tenis NB;Ruby Heath;feminino;credito
2025-02-23 00:15:47.847905;1028;Lajeado;Juliano Faccioni;Tenis Adidas;Marie Humphrey;feminino;credito
2025-02-23 01:59:46.766080;1029;Canoas;Carlos Henrique;Tenis Fila;Linda Baker;feminino;boleto
2025-02-23 19:51:47.258451;1030;Canoas;Luis Fernando;Tenis Nike;Marlon Burgess;masculino;pix
2025-02-23 21:26:48.817035;1031;Lajeado;Adriano Soares;Tenis Adidas;Michael Keirstead;masculino;credito
2025-02-24 00:21:48.334486;1032;Florianópolis;Mario Sérgio;Tenis Adidas;Marjorie Rosecrans;feminino;credito
2025-02-24 01:23:49.457473;1033;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Luis Hursey;feminino;pix
2025-02-24 03:07:48.666523;1034;Porto Alegre;Luiza Cherobini;Tenis Adidas;Houston Jenkins;masculino;credito
2025-02-24 17:04:49.487989;1035;São Paulo;Claudio Bueno;Tenis Fila;Matthew Kautz;masculino;credito
2025-02-24 20:09:46.209466;1036;São Paulo;Claudio Bueno;Tenis Fila;Rachael Downs;feminino;credito
2025-02-24 20:11:48.512484;1037;Lajeado;Juliano Faccioni;Tenis Nike;James Muniz;masculino;boleto
2025-02-25 00:20:45.619837;1038;São Paulo;Claudio Bueno;Tenis Fila;Jason Hill;masculino;credito
2025-02-25 17:39:48.449216;1039;São Paulo;Claudio Bueno;Tenis Fila;Jennifer Anderson;feminino;credito
2025-02-25 22:05:47.768550;1040;Porto Alegre;Rodrigo Tadewald;Tenis Nike;David Smith;masculino;credito
2025-02-25 23:06:48.751860;1041;Canoas;Luis Fernando;Tenis Adidas;Teresa Flores;feminino;credito
2025-02-26 00:17:46.850284;1042;Lajeado;Adriano Soares;Tenis NB;Diane Navarra;feminino;credito
2025-02-26 01:36:48.576895;1043;Porto Alegre;Luiza Cherobini;Tenis Adidas;David Sanders;masculino;credito
2025-02-26 02:04:49.583414;1044;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Tina Staggers;feminino;credito
2025-02-26 16:48:47.965349;1045;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Rex Olson;masculino;credito
2025-02-26 17:36:46.372863;1046;São Paulo;Cassia Moraes;Tenis Fila;Maria Walker;feminino;credito
2025-02-26 19:08:48.797124;1047;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Felicia Griffin;feminino;credito
2025-02-26 19:43:47.163804;1048;Florianópolis;Mario Sérgio;Tenis NB;Erika Camille;feminino;credito
2025-02-26 21:10:45.484147;1049;Canoas;Luis Fernando;Tenis Fila;Patrick Pichardo;masculino;credito
2025-02-26 22:45:45.253742;1050;Canoas;Carlos Henrique;Tenis Fila;Tamera Taylor;feminino;credito
2025-02-27 00:04:46.177620;1051;Florianópolis;Claudia dos Santos;Tenis NB;Brad Leon;masculino;credito
2025-02-27 02:48:49.034678;1052;Florianópolis;Claudia dos Santos;Tenis Nike;Teresa Strei;feminino;credito
2025-02-27 16:44:49.500607;1053;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Ronald Chambers;masculino;pix
2025-02-27 17:17:47.394747;1054;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Brian Silvas;masculino;credito
2025-02-27 18:21:48.087835;1055;Canoas;Luis Fernando;Tenis Adidas;Michael Kokoska;masculino;credito
2025-02-27 19:31:45.734468;1056;Caxias do Sul;Mateus Kienzle;Tenis Nike;Stanton Yaney;masculino;credito
2025-02-27 20:42:45.488061;1057;Florianópolis;Mario Sérgio;Tenis Nike;Lee Jesus;masculino;credito
2025-02-27 21:14:45.670282;1058;Porto Alegre;Luiza Cherobini;Tenis Fila;George Coleman;masculino;credito
2025-02-27 22:15:47.327489;1059;Lajeado;Adriano Soares;Tenis NB;Raymond Jones;masculino;credito
2025-02-27 22:38:48.447877;1060;Lajeado;Juliano Faccioni;Tenis NB;Edwin Parsons;masculino;pix
2025-02-27 23:37:47.947585;1061;Florianópolis;Claudia dos Santos;Tenis NB;Raymond Anderson;masculino;credito
2025-02-27 23:44:47.501804;1062;São Paulo;Claudio Bueno;Tenis NB;Harrison Gilmore;masculino;credito
2025-02-28 00:12:44.996356;1063;São Paulo;Cassia Moraes;Tenis NB;Joe Arredondo;masculino;credito
2025-02-28 00:40:46.068279;1064;Florianópolis;Mario Sérgio;Tenis Nike;Kristine Richardson;feminino;credito
2025-02-28 00:46:46.092685;1065;São Paulo;Claudio Bueno;Tenis NB;Norbert Gannon;masculino;boleto
2025-02-28 00:58:47.430944;1066;Lajeado;Adriano Soares;Tenis NB;James Rentfro;masculino;boleto
2025-02-28 02:16:48.269435;1067;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Mamie Rivero;feminino;credito
2025-02-28 02:37:46.894158;1068;Lajeado;Juliano Faccioni;Tenis Nike;Jeannette Lopez;feminino;credito
2025-02-28 16:29:47.932703;1069;Caxias do Sul;Mateus Kienzle;Tenis Nike;Patricia Turpin;feminino;credito
2025-02-28 18:31:45.806098;1070;Lajeado;Juliano Faccioni;Tenis Fila;Maria Baiz;feminino;credito
2025-02-28 22:43:48.271135;1071;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Stephen Allen;masculino;credito
2025-02-28 23:15:48.450477;1072;Canoas;Luis Fernando;Tenis NB;Bryan Steiner;masculino;credito
2025-02-28 23:53:45.268824;1073;Porto Alegre;Rodrigo Tadewald;Tenis NB;Marshall Pruitt;masculino;credito
2025-03-01 00:08:47.937921;1074;Florianópolis;Mario Sérgio;Tenis Adidas;Gregory Gentry;masculino;credito
2025-03-01 00:47:45.483978;1075;Florianópolis;Mario Sérgio;Tenis Adidas;Maggie Williams;feminino;credito
2025-03-01 01:52:48.673898;1076;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Dick Morris;masculino;credito
2025-03-01 02:49:45.614834;1077;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Christopher Ikard;masculino;credito
2025-03-01 03:11:45.307163;1078;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Jerry Hillard;masculino;credito
2025-03-01 16:37:48.383024;1079;Florianópolis;Mario Sérgio;Tenis Fila;Margery Heil;feminino;credito
2025-03-01 17:14:46.122156;1080;São Paulo;Claudio Bueno;Tenis NB;Kenneth Smith;masculino;credito
2025-03-01 21:43:48.786746;1081;Canoas;Carlos Henrique;Tenis Nike;Joel Mendoza;masculino;credito
2025-03-01 23:50:47.739565;1082;Lajeado;Adriano Soares;Tenis Adidas;Nancy Parker;feminino;credito
2025-03-02 00:10:47.508423;1083;Porto Alegre;Luiza Cherobini;Tenis Nike;Sheryl Sottile;feminino;credito
2025-03-02 00:51:45.300405;1084;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Mary Porter;feminino;credito
2025-03-02 01:47:48.727995;1085;Lajeado;Adriano Soares;Tenis Fila;Janet Allison;feminino;credito
2025-03-02 16:52:45.168630;1086;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Mary Ahmed;feminino;pix
2025-03-02 17:20:47.298048;1087;Lajeado;Adriano Soares;Tenis Adidas;Joseph Horton;masculino;boleto
2025-03-02 17:25:48.664643;1088;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Abigail Macias;feminino;credito
2025-03-02 17:38:48.564202;1089;Florianópolis;Claudia dos Santos;Tenis Nike;Chris Boston;masculino;credito
2025-03-02 18:08:45.068112;1090;Florianópolis;Mario Sérgio;Tenis Nike;Marvin Romero;masculino;credito
2025-03-02 18:12:48.764466;1091;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Robert Polk;masculino;credito
2025-03-02 19:03:47.088944;1092;Florianópolis;Mario Sérgio;Tenis Nike;Rebecca Kaleta;feminino;boleto
2025-03-02 22:16:47.674504;1093;Florianópolis;Mario Sérgio;Tenis NB;Kelly High;feminino;pix
2025-03-02 23:06:46.135660;1094;Florianópolis;Mario Sérgio;Tenis NB;Freeman Bushaw;masculino;credito
2025-03-03 01:08:46.709798;1095;Porto Alegre;Luiza Cherobini;Tenis Adidas;James Forehand;masculino;credito
2025-03-03 01:21:46.858406;1096;Canoas;Carlos Henrique;Tenis Adidas;Michael Henderson;masculino;credito
2025-03-03 02:33:47.817053;1097;Florianópolis;Claudia dos Santos;Tenis Adidas;Patricia Matin;feminino;credito
2025-03-03 21:17:45.446168;1098;Florianópolis;Mario Sérgio;Tenis Nike;Debra Evans;feminino;boleto
2025-03-03 23:12:47.915548;1099;Caxias do Sul;Mateus Kienzle;Tenis Fila;Joseph Schumann;masculino;credito
2025-03-04 01:14:46.957530;1100;Porto Alegre;Luiza Cherobini;Tenis Nike;Mireya Pereira;feminino;credito
2025-03-04 16:29:48.898913;1101;Porto Alegre;Rodrigo Tadewald;Tenis NB;Randy Jones;feminino;credito
2025-03-04 23:09:49.253244;1102;Lajeado;Adriano Soares;Tenis Adidas;Robert Credit;masculino;credito
2025-03-04 23:41:46.327579;1103;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Galen Kabrick;masculino;credito
2025-03-05 02:46:47.883274;1104;Lajeado;Juliano Faccioni;Tenis Fila;Fernando Mcclary;masculino;credito
2025-03-05 20:18:48.517386;1105;Lajeado;Adriano Soares;Tenis NB;Toby Phillips;masculino;credito
2025-03-05 21:27:47.072213;1106;Florianópolis;Mario Sérgio;Tenis Adidas;Amy Jackson;feminino;pix
2025-03-05 21:48:48.913364;1107;Lajeado;Juliano Faccioni;Tenis NB;Kristen Sealock;feminino;pix
2025-03-05 22:00:45.398884;1108;Canoas;Luis Fernando;Tenis Fila;Kristina Kaba;feminino;pix
2025-03-05 23:18:47.261854;1109;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Lanny Negbenebor;masculino;credito
2025-03-05 23:30:48.965878;1110;Florianópolis;Claudia dos Santos;Tenis Nike;Alfred Garza;masculino;credito
2025-03-05 23:43:47.813021;1111;Florianópolis;Claudia dos Santos;Tenis Adidas;Michael Jeter;masculino;credito
2025-03-06 00:20:46.151755;1112;Lajeado;Adriano Soares;Tenis NB;James Davis;masculino;pix
2025-03-06 00:31:47.437366;1113;Porto Alegre;Luiza Cherobini;Tenis Fila;Kevin Arender;masculino;credito
2025-03-06 01:12:47.739670;1114;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Richard Kirby;masculino;credito
2025-03-06 02:39:47.877984;1115;Florianópolis;Mario Sérgio;Tenis Adidas;Laura Hall;feminino;credito
2025-03-06 03:06:46.198460;1116;São Paulo;Cassia Moraes;Tenis Fila;Gilberto Falvo;masculino;credito
2025-03-06 17:39:47.938563;1117;Florianópolis;Mario Sérgio;Tenis Adidas;Iva Mckinley;feminino;credito
2025-03-06 17:47:48.940070;1118;Lajeado;Juliano Faccioni;Tenis Fila;Wilma Peckham;feminino;boleto
2025-03-06 17:53:47.363516;1119;Florianópolis;Claudia dos Santos;Tenis Adidas;John Corpuz;masculino;boleto
2025-03-06 18:07:45.816557;1120;Porto Alegre;Rodrigo Tadewald;Tenis NB;Brandy Wolfe;feminino;boleto
2025-03-06 18:55:46.312351;1121;Porto Alegre;Luiza Cherobini;Tenis Fila;Gloria Ruiz;feminino;credito
2025-03-06 19:24:47.816031;1122;Canoas;Luis Fernando;Tenis NB;Armand Hughes;masculino;credito
2025-03-06 20:47:48.105524;1123;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Craig Wise;masculino;credito
2025-03-06 21:12:48.460672;1124;Porto Alegre;Luiza Cherobini;Tenis Nike;Bryant Santiago;masculino;credito
2025-03-06 21:24:48.127377;1125;Porto Alegre;Luiza Cherobini;Tenis Fila;John Prioleau;masculino;credito
2025-03-06 23:16:47.034451;1126;Lajeado;Adriano Soares;Tenis NB;Ruth Simpson;feminino;credito
2025-03-06 23:55:49.148416;1127;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Brian Scott;masculino;credito
2025-03-07 00:07:47.548687;1128;Florianópolis;Mario Sérgio;Tenis Fila;Linda Alvarez;feminino;credito
2025-03-07 17:42:47.396468;1129;Caxias do Sul;Mateus Kienzle;Tenis Nike;Ellen Miyashiro;feminino;credito
2025-03-07 19:34:49.265619;1130;Lajeado;Juliano Faccioni;Tenis NB;Willie Martin;masculino;boleto
2025-03-07 21:00:46.967826;1131;Lajeado;Juliano Faccioni;Tenis NB;Sheryl Daniel;feminino;credito
2025-03-08 00:31:49.491036;1132;São Paulo;Cassia Moraes;Tenis Adidas;Linda Trujillo;feminino;boleto
2025-03-08 01:10:47.261760;1133;Porto Alegre;Luiza Cherobini;Tenis Adidas;Matthew Hernandez;masculino;credito
2025-03-08 02:51:48.653519;1134;São Paulo;Claudio Bueno;Tenis Adidas;Kirk Hogan;masculino;credito
2025-03-08 19:12:47.594957;1135;Canoas;Luis Fernando;Tenis Adidas;Paul Howell;masculino;credito
2025-03-08 19:30:46.814483;1136;Caxias do Sul;Mateus Kienzle;Tenis Nike;Maria Figg;feminino;credito
2025-03-08 20:35:48.959510;1137;Porto Alegre;Luiza Cherobini;Tenis NB;Norman Arnold;masculino;credito
2025-03-08 20:39:47.724068;1138;Caxias do Sul;Mateus Kienzle;Tenis Nike;Cory Barnes;masculino;credito
2025-03-08 20:54:49.068137;1139;Lajeado;Adriano Soares;Tenis NB;Maria Quintana;feminino;credito
2025-03-08 21:27:47.696495;1140;Caxias do Sul;Mateus Kienzle;Tenis Fila;Krystal White;feminino;credito
2025-03-08 21:54:45.308532;1141;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Lorraine Obrien;feminino;credito
2025-03-08 22:36:47.938379;1142;Canoas;Carlos Henrique;Tenis NB;Adam Sanchez;masculino;credito
2025-03-09 03:00:46.717881;1143;Caxias do Sul;Mateus Kienzle;Tenis NB;Ronald Salinas;masculino;credito
2025-03-09 16:35:46.327307;1144;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Allie Scott;feminino;credito
2025-03-09 16:39:47.947066;1145;Porto Alegre;Rodrigo Tadewald;Tenis Fila;James Benoit;masculino;credito
2025-03-09 17:12:46.088019;1146;Porto Alegre;Luiza Cherobini;Tenis NB;Dustin Rodriguez;masculino;credito
2025-03-09 17:20:49.684577;1147;São Paulo;Cassia Moraes;Tenis Fila;Jeremy Brown;masculino;pix
2025-03-10 00:51:45.193180;1148;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Jeffrey Klan;masculino;credito
2025-03-10 02:11:46.967135;1149;Florianópolis;Mario Sérgio;Tenis Fila;Harriet Miles;feminino;credito
2025-03-10 02:19:48.047494;1150;Florianópolis;Mario Sérgio;Tenis NB;Phyllis Weatherholt;feminino;credito
2025-03-10 16:38:49.171228;1151;São Paulo;Cassia Moraes;Tenis Adidas;Gloria Brustmann;feminino;credito
2025-03-10 18:58:48.883428;1152;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Pearlie Pearsall;feminino;credito
2025-03-10 20:28:48.831412;1153;Lajeado;Adriano Soares;Tenis Fila;Gregory Graham;masculino;credito
2025-03-10 21:17:48.648045;1154;Porto Alegre;Luiza Cherobini;Tenis Nike;Mary Orth;feminino;credito
2025-03-11 00:18:47.731519;1155;Florianópolis;Mario Sérgio;Tenis NB;Ross Gomez;masculino;credito
2025-03-11 01:06:45.581300;1156;Canoas;Carlos Henrique;Tenis NB;Janice Trentman;feminino;credito
2025-03-11 17:34:49.269781;1157;Porto Alegre;Rodrigo Tadewald;Tenis NB;David Redmond;masculino;credito
2025-03-11 20:22:49.394456;1158;Lajeado;Juliano Faccioni;Tenis Fila;Lori Treadwell;feminino;boleto
2025-03-11 22:02:48.313654;1159;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Wade Lebeau;masculino;credito
2025-03-11 22:04:47.482460;1160;Lajeado;Juliano Faccioni;Tenis Adidas;Donald Wilson;masculino;credito
2025-03-11 23:29:45.870519;1161;Canoas;Carlos Henrique;Tenis Fila;Ralph Eledge;masculino;credito
2025-03-12 00:03:47.673547;1162;Canoas;Luis Fernando;Tenis Fila;John Cruz;masculino;credito
2025-03-12 01:02:47.814347;1163;Porto Alegre;Luiza Cherobini;Tenis Adidas;James Fleming;masculino;credito
2025-03-12 02:02:46.761217;1164;Florianópolis;Mario Sérgio;Tenis Fila;In Bob;feminino;credito
2025-03-12 16:28:49.376461;1165;Florianópolis;Mario Sérgio;Tenis Fila;John Roys;masculino;credito
2025-03-12 16:48:48.792128;1166;Canoas;Luis Fernando;Tenis NB;Robert Harvey;masculino;credito
2025-03-12 18:35:48.899940;1167;Canoas;Carlos Henrique;Tenis Adidas;William Johnson;masculino;pix
2025-03-12 19:40:45.976807;1168;Canoas;Carlos Henrique;Tenis Fila;Kia Gayle;feminino;credito
2025-03-12 19:59:46.058673;1169;Florianópolis;Claudia dos Santos;Tenis Fila;Allen Villarreal;masculino;credito
2025-03-12 21:22:47.588174;1170;São Paulo;Cassia Moraes;Tenis Nike;Marla Hornyak;feminino;boleto
2025-03-12 22:59:47.827220;1171;São Paulo;Cassia Moraes;Tenis Nike;Jacqueline Leal;feminino;credito
2025-03-12 23:18:48.565481;1172;São Paulo;Claudio Bueno;Tenis Nike;Steven Sellers;masculino;credito
2025-03-12 23:40:46.544542;1173;Caxias do Sul;Mateus Kienzle;Tenis NB;Alberto Freeman;masculino;credito
2025-03-13 00:32:45.456591;1174;Canoas;Luis Fernando;Tenis NB;Brenda Mendoza;feminino;credito
2025-03-13 01:51:45.291751;1175;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;William Goldstein;masculino;credito
2025-03-13 02:17:46.491854;1176;Porto Alegre;Luiza Cherobini;Tenis Fila;Andrew Keen;masculino;credito
2025-03-13 17:00:47.171785;1177;Canoas;Luis Fernando;Tenis Fila;Herman Nguyen;masculino;pix
2025-03-13 18:04:47.754112;1178;Porto Alegre;Luiza Cherobini;Tenis Fila;Marissa Aracena;feminino;credito
2025-03-13 19:31:45.308744;1179;Lajeado;Adriano Soares;Tenis Fila;Gina Mcclinsey;feminino;credito
2025-03-13 22:39:47.829441;1180;Porto Alegre;Luiza Cherobini;Tenis Adidas;Martin Paulino;masculino;boleto
2025-03-13 23:57:47.345111;1181;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Amanda Rener;feminino;credito
2025-03-14 00:50:48.133547;1182;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Gloria Schaedler;feminino;credito
2025-03-14 01:14:45.412774;1183;Lajeado;Adriano Soares;Tenis NB;Lilly Gutsche;feminino;boleto
2025-03-14 03:01:45.669934;1184;Lajeado;Juliano Faccioni;Tenis NB;Angie Sanchez;feminino;credito
2025-03-14 16:43:49.011349;1185;São Paulo;Cassia Moraes;Tenis NB;David Graves;masculino;credito
2025-03-14 17:41:49.420731;1186;Lajeado;Adriano Soares;Tenis Nike;Mary Thomas;feminino;credito
2025-03-14 19:12:45.011446;1187;Lajeado;Adriano Soares;Tenis Fila;Timothy Zatorski;masculino;credito
2025-03-14 22:08:46.748959;1188;Lajeado;Juliano Faccioni;Tenis Nike;Jacqueline Johns;feminino;credito
2025-03-14 22:50:48.608975;1189;Porto Alegre;Luiza Cherobini;Tenis Nike;Walter Leatham;masculino;boleto
2025-03-14 23:31:46.894386;1190;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;John Williams;masculino;credito
2025-03-14 23:56:46.730965;1191;Lajeado;Adriano Soares;Tenis Nike;Don Bright;masculino;credito
2025-03-15 02:13:47.725193;1192;Porto Alegre;Rodrigo Tadewald;Tenis NB;Charles Peters;masculino;credito
2025-03-15 02:19:46.179521;1193;São Paulo;Cassia Moraes;Tenis NB;Richard Laughman;masculino;credito
2025-03-15 16:18:46.007577;1194;Porto Alegre;Luiza Cherobini;Tenis NB;Daniel Brinkley;masculino;credito
2025-03-15 18:45:49.266417;1195;Lajeado;Juliano Faccioni;Tenis NB;Billy Fragoso;masculino;boleto
2025-03-15 22:17:46.010629;1196;São Paulo;Claudio Bueno;Tenis Fila;Patricia Guy;feminino;credito
2025-03-15 23:27:46.770859;1197;Canoas;Carlos Henrique;Tenis Nike;Gladys Terry;feminino;credito
2025-03-16 03:11:47.294577;1198;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Doris Walters;feminino;credito
2025-03-16 03:15:46.828033;1199;Caxias do Sul;Mateus Kienzle;Tenis NB;David Colosimo;masculino;boleto
2025-03-16 22:18:46.849766;1200;Porto Alegre;Rodrigo Tadewald;Tenis NB;Marilyn Gomez;feminino;credito
2025-03-16 23:28:47.848916;1201;Canoas;Carlos Henrique;Tenis Fila;Sheila Boland;feminino;credito
2025-03-17 01:08:45.217087;1202;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Daniel Patel;masculino;credito
2025-03-17 02:42:45.234378;1203;Lajeado;Juliano Faccioni;Tenis Nike;Raymond Shelton;masculino;credito
2025-03-17 02:59:46.731440;1204;Canoas;Carlos Henrique;Tenis Adidas;Bobby Richardson;masculino;pix
2025-03-17 18:18:46.177877;1205;Caxias do Sul;Mateus Kienzle;Tenis NB;Lori Mickelson;feminino;credito
2025-03-17 20:01:44.980165;1206;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Paige Dempsey;feminino;credito
2025-03-17 21:31:45.327481;1207;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Dewey Brown;masculino;credito
2025-03-17 22:09:46.392482;1208;Lajeado;Juliano Faccioni;Tenis Fila;Henry Ingram;masculino;boleto
2025-03-17 22:31:45.654616;1209;Canoas;Luis Fernando;Tenis Fila;Margie Schooley;feminino;boleto
2025-03-17 22:44:47.163725;1210;Canoas;Carlos Henrique;Tenis Adidas;David Moore;masculino;boleto
2025-03-17 22:53:47.111693;1211;Caxias do Sul;Mateus Kienzle;Tenis Nike;Dianne Steffensmeier;feminino;credito
2025-03-17 23:03:45.282952;1212;Porto Alegre;Luiza Cherobini;Tenis NB;Ronald Powers;masculino;credito
2025-03-18 00:03:47.579651;1213;Florianópolis;Mario Sérgio;Tenis Adidas;Cherie Garcia;feminino;credito
2025-03-18 01:08:48.497509;1214;Caxias do Sul;Mateus Kienzle;Tenis Nike;Joseph Coon;masculino;credito
2025-03-18 02:35:44.996926;1215;Florianópolis;Claudia dos Santos;Tenis Nike;Janie Butler;feminino;credito
2025-03-18 18:28:47.943950;1216;Lajeado;Adriano Soares;Tenis NB;Heidi Hazlett;feminino;pix
2025-03-18 19:18:48.665110;1217;Florianópolis;Claudia dos Santos;Tenis NB;Michael Crandall;masculino;credito
2025-03-18 22:23:48.449298;1218;Canoas;Luis Fernando;Tenis Adidas;Theresa Holly;feminino;credito
2025-03-18 23:10:46.718123;1219;São Paulo;Claudio Bueno;Tenis Adidas;Tabitha Francis;feminino;boleto
2025-03-19 16:31:47.327809;1220;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Joel Metters;masculino;credito
2025-03-19 17:55:48.831704;1221;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Catherine Lopez;feminino;credito
2025-03-19 18:01:49.310850;1222;São Paulo;Claudio Bueno;Tenis Fila;Lesley Miller;feminino;pix
2025-03-19 20:38:47.926255;1223;Caxias do Sul;Mateus Kienzle;Tenis Nike;Yvonne Martin;feminino;credito
2025-03-19 20:45:47.460181;1224;Canoas;Luis Fernando;Tenis Fila;Verna King;feminino;credito
2025-03-19 20:56:47.034320;1225;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;John Smith;masculino;pix
2025-03-19 22:05:47.460368;1226;São Paulo;Claudio Bueno;Tenis Adidas;John Odom;masculino;credito
2025-03-20 17:52:47.582586;1227;São Paulo;Cassia Moraes;Tenis Nike;Dianna Matheson;feminino;credito
2025-03-20 17:54:45.817081;1228;Lajeado;Juliano Faccioni;Tenis Nike;Jacquline Green;feminino;credito
2025-03-20 18:43:45.833294;1229;São Paulo;Cassia Moraes;Tenis Adidas;Dorothy Webb;feminino;credito
2025-03-20 19:11:48.634941;1230;São Paulo;Claudio Bueno;Tenis Nike;Willie Carswell;masculino;credito
2025-03-20 19:40:46.151239;1231;Caxias do Sul;Mateus Kienzle;Tenis Fila;James Otto;masculino;credito
2025-03-20 22:40:48.047352;1232;Canoas;Carlos Henrique;Tenis Adidas;Eileen Roberts;feminino;credito
2025-03-20 22:43:45.339058;1233;Lajeado;Adriano Soares;Tenis Nike;Albert Warner;masculino;credito
